content,score,sentimen
sangat cocok untuk di pengemudi nya,5,positive
"saya sangat terbantu atas adanya apk ini, saya bisa menabung",5,positive
Good,5,positive
Sangat membantu dan palayanan nya lumayan bagus,5,positive
oke,5,positive
terkadang ada driver yg nga mau ambil penumpang dgn alasan jauh,4,positive
mantap,5,positive
hebat,3,neutral
pelayanan prima👍,5,positive
org nya baik ramah pesanan nya juga sesuai 😍,5,positive
good,5,positive
"grab biadab itu kata pak adian(mantap), ayo bantu dpr hancurkan grab biadab, lu cari di youtube tentang rapat dpr sama wamenhub, grab kejam biadab motong duit driver seenaknya, saya coba memastikan dan memesan grab benar adanya potongannya besar skali thd driver,grab biadab....",1,negative
"this ramen is seriously good.the creamy broth and tender chicken,were perfect.and the noodles stayed chewy throughout",5,positive
sangat membantu,5,positive
mantap,5,positive
gak suka aja,1,negative
"sudah lama saya menggunakan jasa Grab untuk mendukung banyak aktifitas sehari hari saya, dan bagi saya cukup nyaman bersama Grab, terima kasih Grab",5,positive
sangat memuaskan.drivernya sangat ramah. good job,5,positive
baik dan nyaman,5,positive
gokil,4,positive
bagus dan membantu,5,positive
hahha,5,positive
", 👍🏻👍🏻✅",5,positive
bagus,5,positive
semoga sukses grab Indonesia,5,positive
ok,5,positive
saya suka,5,positive
"alamatnya ga lengkap, jadi gmna mau pesen, aneh bngt ini aplikasi",1,negative
the best,5,positive
satenya gak enak,3,neutral
sangat baik,5,positive
good aplication,5,positive
baik,5,positive
👍,5,positive
good,5,positive
sangat memuaskan,5,positive
mantap,5,positive
baik,5,positive
good,5,positive
g rubah dr dlu smpe skrg ngeinstall lma bgt sh!!??,1,negative
good,5,positive
Terimakasih pak supirnya sopan mobilnya nyaman,5,positive
Alhamdulillah lancar dan nyaman,5,positive
ok,5,positive
sangat membantu dalam transportasi. banyak diskon dan harga terjangkau,5,positive
ada fitur scan wajah dari tadi scan wajah nggak bisa bikin ilang mood makan aja,1,negative
baik,5,positive
grab membuat perjalanan lebih mudah dan aman,5,positive
ordernya cepet banget,5,positive
good,5,positive
driver membawa kabut dompet,1,negative
good,5,positive
terimakasih,5,positive
aplikasinya bagus cuman harus pake GO-PAY,5,positive
respon cepat Terima kasih grab,5,positive
"is the best forever,thks and GBU,amin.",5,positive
Mantul,5,positive
orangnya baik,5,positive
baik ramah,5,positive
"performa restoran Family Mart yg pada baru baru ini Buka Gerai, Kacau karyawan gak bisa apa2 lama banget pesan sampe kasian tukang grab nya.. Tutup aja gak ush kasih izin FAMILY MART 1JAM BELUM DIANTAR2",1,negative
"memuaskan, hanya terkadang armada tidak sesuai aplikasi",5,positive
mantap dan sangat membantu,5,positive
sangat membantu...,5,positive
luar biasa,5,positive
aplikasi Bagu berjalan dengan baik dan ojol nya pun cepat respon akan tetapi saya memiliki saran untuk rating KPD ojol untuk diperlihatkan saja siapa saja yg rating dan apa saja pengalamanya saat naik dengan sopir tersebut BUKAN HANYA ITU SAJA SEMOGA ADA RATING UNTUK CUSTOMER SAMA DENGAN OJOL NYA BESERTA PENDAPAT PENDAPAT OJOLNYA TENTANG DIRI KITA SEBAGAI EVAKUASI UNTUK OJOL² LAIN MOHON DIPERHATIKAN DAN DIPERBARUI LAGI SEJAUH ITU BAIK,4,positive
pengantarannya baik,5,positive
terima kasih pak,5,positive
grabe keren,5,positive
memuaskan sekali,5,positive
baik,3,neutral
udah bener bisa pake qris malah fitur qris dihapus?? kikir amat ini harus topup ovo gitu?,1,negative
ok bangus,5,positive
"mau pesen GrabFood aja di persulit harus verifikasi wajah lah, saya cuma mau pesen makan bukan minjem uang customer service masih bot dan sangat tidak membantu",1,negative
sanagt memuaskan dan cepat,5,positive
Terimakasih pelayanannya sangat baik,5,positive
ok,5,positive
praktis buat kaum mageran dikala ujan kek akoh,5,positive
"pembayaran dgn qris kendala sampe 2x (ternyata saldo sy kepotong)dan driver minta tf pembayaran ke rek pribadi, jadi sy bayar 3x untuk 1 orderan. hub bantuan ga ada response",1,negative
sangat membantu,5,positive
thanks grab,5,positive
sangat profesional dan tepat waktu,5,positive
mobil nya bersih dan wangi,5,positive
good,5,positive
sangat nyaman dengan Mobil dan Driver nya,5,positive
semoga makin tambah baik,5,positive
top,5,positive
"tolong dong grab jangan bikin susah driver itu apk yang dari food express tolong ada chat sama telpon gratis,, jangan nyimpen kontak cs trus penuh lama"" memory HP.. bisa nelpon pake pulsa kalo nga simpe pake WA.. haduhhhhh bikin lama pengantaran",1,negative
orangnya ramah...komunikatif mobilnya bersih dan nyaman,5,positive
good,5,positive
"gjls, mau pesen mkanan di cancel trs",1,negative
"layanan nya terlalu lama, ga sesuai keseringan terlambat terlambat trus",1,negative
sangat Bagus,2,negative
Tepat waktu,5,positive
Alhamdulillah lancar,5,positive
sangat puwas,5,positive
pengemudinya ramah. 👍,5,positive
terimaksih.. mengantar dengan aman dan nyaman,5,positive
"app sangat bermanfaat, dapat memenuhi kebutuhan",5,positive
mantap,5,positive
terbaik,5,positive
mantap,5,positive
mantaf,5,positive
grabnya baik,5,positive
"saya pengguna lama grab, sudah 4 tahun pakai grab untuk kemana-mana. tapi yg bkin saya kurang puas adalah harga yg sering berubah, apalagi saya masih seorang pelajar. bahkan promo pun tidak ada. aku harap sesekali ada promo, jgn hanya diawal penggunaan saja",4,positive
sangat baik,5,positive
sangat baik,5,positive
nyaman dan aman,5,positive
sangat baik,5,positive
perjalanan cepatdan tepat waktu,5,positive
bagus,5,positive
tingkatkan mutu layanan dan penghasilan demi kesejahteraan para grabernya,5,positive
bayarnya gimana supaya ngelink ke OVO jadi gak susah bayar pakai cash,5,positive
"responn cepat, grab nyaa ramah",5,positive
Oke punya,5,positive
cepet sat set ga ribet,5,positive
baik,5,positive
sangat mudah,5,positive
terbaik,5,positive
"semakin kesini, udh platinum tp ga ada keistimewaannya, makin mahal makin susah dpt driver cpat dan dekat🙏. padahal ada driver di dekat saya tapi dikasi driver yang jaraknya lebih 2km. tolong diperbaiki",1,negative
tepat waktu memuaskan,5,positive
terimakasih banyak pak,5,positive
aplikasi yang sangat membantu,4,positive
semoga aja bisa membantu dan tarif murah cpt aman kendali,5,positive
"beli paket langganan grabunlimited tapi voucher untuk bike hemat ga ada, cuma berlaku buat bike standard. pas dipake vouchernya pun ga bikin murah, tetep lebih murah bike hemat yang ga pake voucher. kalo gitu buat apa saya beli paket langganannya🥲",1,negative
sangat baik,5,positive
saya kasih Bintang 1 Soalnya Lama sampai,1,negative
"gerimis dikit, langsung gamau angkut penumpang, pdhl ada yg namanya jas hujan",1,negative
memuaskan,5,positive
sangat baik,5,positive
Ramah,5,positive
semenjak fitur nego diaktifkan saya menjadi kesulitan mencari driver dan mempersulit aktivitas,1,negative
ok,5,positive
"drivernya milih milih, saya telat sampai 4x dikarenakan menunggu pengemudi yang mau menerima pesanan, saya udah muak.",1,negative
grab is the best,5,positive
mentang mentang harga promo jangan di cancel cancel sampe 3x dioper-oper kalau pagi hari.buang waktu lama jadi telat.kalo ga mau harga promo 7ribu langsung aj kasih harga,1,negative
Semoga makin maju,5,positive
"dapet driver jauh terus, nunggu buat dapet drivernya juga lama",2,negative
driver grab nya kurang etika.,1,negative
bagus,5,positive
mentang' pake paket hemat jadi lama dapet driver nya,3,neutral
Grab memang ok,5,positive
Good,4,positive
pengemudinya siaga,5,positive
pokoknya terbaik,5,positive
terpercaya,4,positive
masih bagus,4,positive
harap iya,1,negative
ramah,5,positive
sudah bayar paylater tapi masih ada tulisan lunasi segera dan pembayaran jatuh tempo,2,negative
kalau bisa buat grab ada di kabupaten Kepahiang,5,positive
baik,5,positive
baik,4,positive
oke,5,positive
transfortasi yg sangat membantu dalam perjalanan saat dibutuhkan,5,positive
saya senang ketika saya mengunakan aplikasi ini,5,positive
grab sangat bermanfaat,5,positive
"nyaman dan puas ,,trimakasih",5,positive
baik,5,positive
sangat terbaik,5,positive
good,5,positive
sangat membantu,5,positive
mantul,5,positive
fungsional,5,positive
gak jelas banget padahal lagi liat liat kok kepencet sendiri sih malah bayarnya 130.000 lagi😡😡😡😡😡😡😡😡😡,1,negative
oke,4,positive
bagus,5,positive
mantap cepat dan ramah,5,positive
lumayan membantu buat yang ke sekolah nya jauh,4,positive
baik,5,positive
good,5,positive
Good,5,positive
bagus,5,positive
grab bikin kecewa pesan makanan tapi tidak ada pengemudi yang antar customer menunggu 3 jam aplikasiii burukkk,1,negative
nice,5,positive
drivernya ramah,5,positive
"menit pengantaran nya menjadi dua kali lipat lebih lama, yang awalnya 15 menit menjadi 34 menit, padahal alamat nya sama.",3,neutral
baik,5,positive
good job,5,positive
ribet log innya auto unistal dah kaya pinjol fermuk pula anjeeeenk,1,negative
jos,5,positive
ok,5,positive
terlalu mahal sekarang lebih hemat naik motor,1,negative
puas,5,positive
puas dengan pelayanannya,5,positive
parah banget grab pake play later dikenakan biaya paylater 40 rb ornag gila,1,negative
terima kasih.drivernya sopan,5,positive
Karena lebih cepat dari perkiraan,5,positive
bgus,5,positive
"Lebih Hemat kantong ,, mantap Grab..",5,positive
oke,5,positive
promo pengguna grab pahit bos gmn ni ??,1,negative
mantap,5,positive
apk babi anjg,1,negative
murah,5,positive
mengalami pembayaran doble tapi tidak di refund hadeh,3,neutral
maanntaaappp,5,positive
setiap kali memesan makan an selalu saja terlambat,1,negative
saya tidak ada niatan pesan makanan sudah dibuatkan untuk pembatalan juga tidak bisa mau hubungi resto juga tidak bisa ke layanan juga tidak ada solusi yg baik,1,negative
baik & ramah drivernya,5,positive
kpd YTH Bpk/ ibu kapan ya saya bisa menjadi anggota Ovo paylater di aplikasi Grab ?,5,positive
good,5,positive
"mls kl hujan dkit g nemu driver, pd pindah kmn ini? pindah apl sblh kh?",1,negative
saya pernh dipukul sma pengemudi grab dan skrng malah akun saya yg ditangguhkan,1,negative
cepat tepat waktu,5,positive
sopan,5,positive
"apkikasi tolol eror, nyari driver padahal deket ga di acc",1,negative
"pelayanannya super exelent, ramah dan on time 👍👍👍",5,positive
mantap,5,positive
Setelah saya pakai semua aplikasi ojol. yang paling murah itu adalah MAXIM. Silahkan anda bandingkan sendiri. yang lain hanya omon omon doang murah !!tapi kenyataan nya ZONK!!!,1,negative
boleh..,5,positive
good,5,positive
bagus,5,positive
"lain kali kasih tombol report driver kak, saya dpt yang gk becus dan saya punya semua bukti-buktinya",1,negative
"sesuka hati me PM (putus mitra) driver nya tanpa melihat dan mendengar pendapat mitra nya. Padahal saat menjadi driver, pendapatan mitra nya sudah sangat banyak dipotong.",1,negative
gak bisa cancel makanan,1,negative
Sangat Bagus,5,positive
gajelas ini bukan akun mu udah jelas ini aku sendiri kocak,1,negative
bagus,4,positive
slebeww,3,neutral
"TOLONG DONG DRIVER PROFESIONAL. KALO EMANG ADA KENDALA DI JALAN, BILANG. MENTANG2 GAK BISA DIKASIH RATING KRN PESEN DARI APLIKASI FORENYA. PESEN FORE AHMAD YANI SMD KE JL. AWS PAS DITELPON DITANYA POSISI BILANGNYA DI JL. S. PARMAN, 30 MENIT GAK NYAMPE2. PDHL DARI S. PARMAN KE AWS GAK NYAMPE 10 MENIT. OKELAH KALO ADA KENDALA DI JALAN TP AT LEAST DIKOMUNIKASIKAN. INI GAK ADA KOMUNIKASI SAMA SEKALI. DRIVER ATAS NAMA HILMI PRABOWO",1,negative
Grab banyak diskon lagi donk biar makin cintaa,5,positive
sangat² baik,5,positive
tepat waktunya,5,positive
okay,5,positive
mantap,5,positive
sangat membantu,5,positive
"gak jadi bintang 3 jadi bintang 1 , sangat mengecewakan,tidak bisa berkata kata",1,negative
"tiba tiba hp ku nge spawm iklan itu,apalah",1,negative
mantap,5,positive
sangat baik😚,5,positive
"tolong dong di turunin harga ngojek khusus anak sekolah, minimal 5k kantong pelajaran",5,positive
"respon cepat,perjalanan nyaman",5,positive
bapak nya ramah sekali,5,positive
bagus,5,positive
Alhamdulillah trimakasih semoga bermanfaat buat sobat semua Aamiin,4,positive
sangat puas,5,positive
bermanfaat,5,positive
"intruksi sangat jelek dan mempersulit, beda dari app grab yang dulu",1,negative
grab sangat memuaskan,5,positive
sangat terbantu,5,positive
terimq kasih abang driver,5,positive
sangat baik,5,positive
"knp lama kelamaan tukang ojol nya ngelunjak ya, banyak sj alasan di buat"" untuk dpt uang lebih ketika mengantar sy ke tempat tujuan. alhasil harga seharusnya yg tertera di aplikasi tdk sesuai dgn kenyataan. salah satu contoh kasus saya, ketika saya pesan taxi untuk pergi ke suatu tempat, nah si driver ini alasan tkut macet jadi ambil jalan lain yg lancar (ngulur waktu), membuat saya terlambat dan bayar lebih! 1-2 kali okelah, lah ini berulang kali. tolong di perbaiki lagi layanan nya!",2,negative
ok,5,positive
Ok,5,positive
Ramah dan nyaman 👍. aman sampai tujuan,5,positive
"Grab banyak diskonnya,semoga sukses... saran, utk yg grab car, ada baik nya mobil grab nya ditempel stiker kecil dan dikasih tulisan grab car",5,positive
nyobain kode COBAINGRATIS gak bisa.. padahal dari iklan langsung.. langsung unistal lg..,1,negative
membantu sekali,5,positive
"DISKON SERING TIDAK BISA TERPAKAI, LALU HILANG SAAT INGIN MEMESAN, padahal saya sudah baca Syarat & Kententuan dan masa berlakunya. hanya saja benar-benar tidak bisa terpakai ataupun hilang seketika saat ingin memesan.",1,negative
baik,5,positive
sangat ramah,5,positive
Fitur Grab food sekarang merugikan customer. Barang dipesan sudah nunggu 1-2 jam blm dpt driver tapi ga bisa dibatalkan. Parah. Maksa dicariin mitra sampai jam 12 an padahal pesan dari jam 9.,1,negative
mantap driver nya lihai dan sopan,5,positive
anggakasman,5,positive
Bagus,5,positive
Mantap,5,positive
sangat membantu,5,positive
alhamdulillah,5,positive
bagus,5,positive
terbaik,5,positive
grab sangat membantu,5,positive
sangat menyenangkan,5,positive
kalau buat iklan bisa gak usah maksa banget buka aplikasi padahal orang lagi main game,4,positive
mantab,5,positive
gak bisa buat pesanan karena terlambat sekolah karena sistem bodoh yang harus verivikasi dulu jadinya terlambat,1,negative
Sangat membantu,5,positive
suka,5,positive
Sangat berguna dan harga nya yang terjangkau,5,positive
bagus sekali,5,positive
semangat buat aplikasi grab,5,positive
cepat datangnya,5,positive
mantap lah,5,positive
"sangat bagus aplikasi grab nie,sangat membantu skli",5,positive
cepat aman dan ramah. 👍🙏🙏🙏,5,positive
nyaman,5,positive
layanan grabfood buruk,1,negative
bagus,5,positive
👍,5,positive
good,5,positive
good aplikasi,5,positive
ok,5,positive
ramah,5,positive
mantap,5,positive
puassssss,5,positive
membantu,5,positive
"driver sering cancel tanpa adanya pemberitahuan terlebih dahulu, khusus nya kalau order sekitar station kereta, udah pesan beberapa kali sudah tunggu lama malah ga jadi kecewa, kapok pakai apk ini.",1,negative
pelayanan cukup baik,5,positive
mantabb,5,positive
good,4,positive
bagus bisa bantu antar antar mantap,5,positive
bebek nya tidak sesuai di gambar.kecil bebek nya.nasinya agak kerass.kalo rasa enk,2,negative
bagus bgtt,5,positive
tolong ditingkatkan lagi pengurangan harga dari rumah sampai tempat tujuan yang diinginkan serta pesan makanan dll di aplikasi gak cuma di uang digital tapi uang cash juga harus dimurahkan thank you,5,positive
"lama bgt nunggu pesanan dan drivernya, dibanding apk lain ini yg paling lama",2,negative
iklan nya sungguh buat saya kesal dan buat saya marah,2,negative
tidak salah pilih grab,5,positive
"bersih, nyaman, ramah",5,positive
sangat cocok,5,positive
makasih y? tetep semangat bekerja,5,positive
"bapaknya ramah,jujur, pokoknya bintang 5 buat bapak driver... sehat2 bapak, lancar terus rejekinya, sukses selalu",5,positive
pelayanan sangat bagus,5,positive
bagus,5,positive
Oke,5,positive
iklan terlalu bayak a kalo ga tau bikin aplikasi gak usah,2,negative
terbaik,5,positive
"rasanya enak, mantap",5,positive
good,5,positive
ok,5,positive
maaaantaaap sekaali,5,positive
Tiba2 banget ditangguhkan,1,negative
setiap hujan aplikasinya error,1,negative
udah dikirim screen shot kendalanya masih kurang aja. suruh kirim videonya. aplikasi grabnya lebih baik versi yg lama deh. yang sekarang kebanyakan bug dan error gak jelas,1,negative
melehoy,1,negative
baik,5,positive
pelayanan baik,5,positive
baik,5,positive
pelayanan baik,5,positive
puas,5,positive
"bila ada gambar motor\mobil driver seperti dulu tentu lebih mudah pemesanan, seperti dikampung kalau mau order kayak orang buta, order lama GK dapat driver karena TDK ada driver, bila ada gambar motor\mobil lebih mudah order tentunya. itu bila aplikator punya otak.",1,negative
